BLANK,L2,L1,L4,H2,L3
H5,L1,L1,L2,H1,L5
BLANK,L1,L1,H3,L4,L1
L2,L1,L2,L3,H1,L2
H1,L1,L2,W,L1,L4
BLANK,L2,H2,L2,L1,L5
H2,H1,W,L3,L4,H4
L3,L1,H1,L1,L4,H1
BLANK,L1,H3,L3,L4,L3
BLANK,L1,L1,H3,L5,L3
BLANK,H1,L1,L1,L2,L2
L4,L3,H1,L1,L2,L3
BLANK,L3,L2,H2,L2,L3
BLANK,L1,W,H1,H4,L3
BLANK,H1,L5,H1,L5,L1
L5,L3,H4,W,L5,L3
L4,L5,L2,L1,L4,H1
H4,L1,H3,L2,L1,W
L1,L1,H3,L5,H5,L5
BLANK,L5,H1,L5,H2,L1
H3,L3,L1,L2,L3,W
BLANK,L3,L1,L3,H3,H1
L1,H1,L3,L3,L4,L1
BLANK,L5,H4,L2,H4,L1
BLANK,L3,L3,L5,L3,L1
HOLD,L5,L1,H3,L3,L2
BLANK,H1,L1,L5,L2,H1
BLANK,L2,L2,L2,L1,L3
L1,L4,L2,L1,W,L3
BLANK,L4,H2,H1,L2,H1
BLANK,L4,L2,L4,L1,L2
BLANK,L4,L4,L1,L3,L3
BLANK,H2,L3,L1,H5,L1
BLANK,H2,L3,H3,L3,L2
H3,L3,L3,L4,H4,L5
BLANK,L3,L2,L1,L1,S
BLANK,L3,L1,L2,L2,L1
L2,L1,L5,L2,L5,L4
BLANK,H1,L2,S,L3,L1
BLANK,H2,L3,H4,L4,H1
H2,L3,H2,L5,L4,H2
BLANK,L3,L1,L1,L2,L1
BLANK,L3,L4,L2,H2,L1
BLANK,H2,L1,L3,H5,L1
L4,H2,L1,L1,H2,W
H5,H1,H1,H1,L2,L5
BLANK,L1,H2,H2,L1,L2
H3,L1,H1,S,L3,L2
H2,H5,H2,H2,L1,H1
H3,L1,H2,L1,L3,L4
H2,L5,L4,L1,L5,L1
L3,L1,L4,L3,H3,L4
H1,L5,H2,H2,L1,H1
BLANK,L2,L1,L4,L5,H2
H4,L5,L5,L4,L3,L2
BLANK,H4,L1,S,H3,L1
L1,L1,L5,W,H4,L1
BLANK,L3,L3,H1,L3,L4
BLANK,L2,H2,L1,L3,H4
BLANK,L1,L1,L3,L3,L1
BLANK,L2,L2,L3,H3,L1
BLANK,L1,L5,L1,H3,H1
BLANK,L3,L3,W,L2,H3
L3,W,L5,L4,L1,H1
BLANK,L4,L1,L1,L4,L4
BLANK,L4,W,L2,L3,L5
L3,H1,H5,L4,L1,L3
L3,L1,L2,H3,L2,L2
BLANK,L5,L3,L1,L2,H1
BLANK,H2,L4,H2,H2,L1
BLANK,L1,L1,W,W,L3
BLANK,H2,L1,L2,L1,L3
BLANK,H1,L2,L5,L3,L1
H4,L1,H2,H3,L4,L3
H2,L1,L2,L4,W,S
H4,L2,H1,H1,L3,L3
H1,L1,H4,L1,L2,L5
BLANK,L2,H1,W,S,H1
BLANK,L3,H3,L2,H3,H1
BLANK,L4,H1,L1,L3,L1
BLANK,S,L3,L2,L3,L3
BLANK,L4,L1,L3,H2,L4
HOLD,H4,H1,L5,H2,L3
H3,L3,L3,H4,W,L1
H1,L2,L4,H2,H3,L1
H3,L3,L3,L1,L3,L1
L5,L1,L1,H2,L1,L5
BLANK,L2,H4,L3,W,L3
H2,L1,L2,L5,L5,L1
H1,L3,L2,L4,L5,L4
BLANK,L1,H1,L2,L5,L4
BLANK,L1,L1,L1,L3,L1
L3,L3,L3,L2,H1,L5
H4,L4,L1,H4,L1,L2
BLANK,L5,H3,L2,H2,L2
BLANK,L3,H2,L5,L1,L2
L1,L3,L3,L1,L5,L5
BLANK,L1,W,L1,H1,L4
H1,L3,L5,L3,L2,L1
BLANK,L4,L4,L3,W,L1
H3,L1,L1,L2,L3,H1
BLANK,L2,L2,L5,L3,L4
L3,H2,L5,L2,L2,H4
BLANK,H2,L5,L4,H3,H2
L2,L5,L4,L4,L2,H3
L4,L5,L3,L1,L4,L3
H2,L4,L3,H3,H1,H4
BLANK,L5,L4,L5,L5,H1
H2,L2,L5,H4,H1,H2
BLANK,L5,L5,L3,L2,L1
L3,L4,L1,L2,L1,L4
BLANK,L4,H2,L1,L1,H2
BLANK,L3,W,L3,L1,L1
BLANK,L2,H1,L5,L2,L2
BLANK,H2,L5,H1,H2,L5
BLANK,H3,L3,L1,L1,L1
H1,W,L5,L4,L3,L2
BLANK,L4,L5,L3,H1,L3
S,L2,L4,H2,L1,L1
BLANK,L4,L5,L4,H1,L1
HOLD,L4,L3,H5,L3,L5
BLANK,L2,L1,H1,W,L1
BLANK,H2,L3,L5,L1,L4
L4,L3,L3,L4,H2,L5
BLANK,L1,H1,L1,L2,L5
H4,L1,L1,L1,W,L1
BLANK,W,H2,L4,W,L3
BLANK,L3,L5,L4,L4,L3
BLANK,W,H3,L1,H1,H2
H5,L4,L5,H2,W,L5
BLANK,H1,L5,L3,L3,L1
L2,H2,L1,L3,L2,L2
BLANK,L2,L3,L1,H2,L1
BLANK,L4,L2,H3,H1,L4
H1,L1,H2,L4,H4,H2
HOLD,L2,H1,L2,L4,H1
L1,L5,L1,H1,L3,L1
W,H2,L5,L2,L1,L5
BLANK,L1,L1,L3,H4,L1
BLANK,L3,H2,L5,L2,L1
BLANK,L4,H2,L3,H5,L1
H3,L4,W,L2,H4,L3
BLANK,L4,H1,L2,L5,L1
L5,L4,L4,L3,L4,L1
H2,L4,L4,L2,L2,L1
BLANK,L2,L2,H4,H3,H4
H2,L2,L4,L2,L2,L5
BLANK,L4,H1,L1,H3,L1
L2,L3,H1,L3,H2,L1
L2,H2,L2,L4,L3,L2
HOLD,H4,L3,L2,L2,L2
BLANK,L1,L4,L3,L2,L4
L5,L2,H1,L2,H1,L1
BLANK,L1,L4,H4,L1,W
BLANK,H4,L2,L2,L4,L1
BLANK,S,L5,L4,H2,L5
H4,W,L5,H5,L4,L5
BLANK,L4,L5,H3,L3,L1
BLANK,L1,L3,H2,L2,L2
BLANK,L4,L3,H3,L1,H3
L1,L1,L1,S,L1,L3
H3,L3,L4,L3,L5,H2
BLANK,L2,L4,L4,L1,H2
H1,H4,L2,L2,L3,L2
BLANK,H1,L3,L2,L2,L4
BLANK,L5,L5,L4,L3,H4
L5,L3,H2,L4,L1,H4
BLANK,H4,L3,H5,H4,L5
BLANK,L1,L5,H1,L2,H2
BLANK,H2,L1,L5,H5,L4
L1,L3,L5,L5,L2,L1
BLANK,L1,L2,L3,L2,S
BLANK,H4,L1,L2,H5,L1
H2,L3,L3,H3,H1,L1
BLANK,L3,L3,L1,L3,H2
H1,L1,L3,L1,H2,L2
BLANK,L3,L5,L1,L3,H3
H1,H3,L5,L2,L2,H2
BLANK,S,L3,L4,H1,S
BLANK,L1,L4,H2,L1,L2
L4,H4,H2,L2,H2,L4
BLANK,H3,L2,H1,L3,L1
BLANK,L2,L1,L4,L1,H5
L2,H1,L2,H1,L2,L3
H1,L2,H2,L2,L5,S
BLANK,H1,L4,L1,H3,H1
H3,L3,L3,L2,L2,H5
HOLD,L2,L4,H1,L3,L1
BLANK,L1,L3,H3,L5,L1
BLANK,H1,L1,H3,H2,L5
H1,L3,L2,L4,L1,H1
BLANK,H5,L2,L2,H1,L5
H2,H3,L5,L4,H4,L4
BLANK,L3,W,L5,L2,L5
BLANK,L3,L5,L1,H4,H2
BLANK,L1,L3,L1,L1,L5
BLANK,L1,L1,L2,H4,L5
BLANK,H2,L1,L2,H1,W
BLANK,H2,L5,H3,L3,L2
BLANK,L1,L1,L4,H3,L4
BLANK,L2,L2,L1,H4,L5
H2,L3,H2,H5,H1,L1
L2,L1,L1,L3,L2,L5
BLANK,W,H5,L3,H3,L2
BLANK,L1,L1,L3,L3,H2
BLANK,L5,L5,L1,L4,L5
W,H4,L3,L4,L2,L5
BLANK,L3,H2,L5,L1,L4
L3,S,L2,L4,L3,H3
BLANK,L2,L1,L2,L2,L1
BLANK,L1,H4,H1,L3,L4
L4,L1,H3,L2,L3,L1
BLANK,H1,L2,L5,L5,L3
L1,L5,S,L2,L1,L3
BLANK,L2,H1,L4,H4,H4
BLANK,L5,L2,L2,L2,H3
L2,H5,L1,L5,H2,L3
S,L3,L2,H2,L2,L1
L2,L5,H4,L5,H4,L4
HOLD,L4,W,L2,H1,H3
L2,L2,H1,L3,H2,L2
BLANK,L2,L1,L4,L5,L1
W,L2,L2,L1,H2,H2
H5,L1,L3,H3,L4,L3
BLANK,L3,L5,L3,H2,L3
BLANK,L1,H1,L3,L2,L1
L2,L5,H2,L2,H2,L4
BLANK,L2,L1,L5,L1,L2
L3,W,W,L3,L4,L4
BLANK,L1,L1,H1,L3,L4
L5,H1,H1,L4,L4,L2
H2,L4,L3,L4,W,L1
BLANK,L5,L4,H3,L1,H1
BLANK,L2,L3,L3,H1,H4
H3,H2,L4,H1,L2,L1
BLANK,H2,L4,L1,L3,L1
BLANK,L5,H1,L3,H4,L2
BLANK,H2,L2,L3,H1,L3
BLANK,L4,L1,L2,L2,L1
H2,L1,L5,L3,L3,L2
H4,L3,L3,L2,H1,H2
S,L5,L1,L1,H3,L2
BLANK,H2,H3,H2,L1,L1
L2,H4,L1,H1,L2,H4
BLANK,L5,L1,L1,L3,L2
BLANK,L1,W,L3,L1,L1
H4,L3,L2,L5,L5,L1
BLANK,L1,L2,H2,S,H1
H1,W,L3,H2,L2,L1
L4,H2,L2,H2,H1,L4
BLANK,L2,L1,L2,L2,L3
BLANK,L2,L1,H1,L2,L3
L2,L5,L1,H1,L4,L5
BLANK,L4,L3,L2,L2,W
BLANK,L5,L1,H3,L1,L1
